,0
10444,. 여기에 환경공학을 전공한 취업준비생 .여 명도 가세해 취업의 어려움을 토로했다
10445,. 환경공학을 전공하는 한 취업준비생은 .신재생에너지 분야 취업에 관심이 많은데 정부가 세운 신재생에너지 목표는 달성 가능한 건가요.라고 의문을 제기했다
10446,. 한 환경기업 대표는 .정부가 환경 규제를 강화한다
10447,면서 뒤로는 예외조항을 만들어 오염원 배출 사업자가 빠져나갈 구멍을 만드니 누가 환경 부문에 투자하겠는가.라고 따졌다
10448,. .외국에선 강력한 규제로 신기술 유도 지난 .월 유럽연합은 플라스틱 빨대 일회용 나이프 음료수 용기 등 가장 해로운 일회용 플라스틱 제품 .종의 사용을 .년부터 전면 금지하겠다
10449,고 발표했다
10450,. 강력한 규제 정책에 관련 연구.개발은 탄력이 붙었다
10451,. 이탈리아 한 연구팀은 거액의 투자를 받아 박테리아와 같은 유기체에 의해 완전히 자연 분해되는 친환경 소재로 만든 플라스틱 용기 제품을 개발 중이다
10452,. 이에 질세라 최근 일본 정부도 자연에서 분해되는 친환경 플라스틱 개발 사업에 내년 한 해 .억 엔약 .억 원을 투입하기로 했다
10453,. 이 같은 노력에 유럽 국가들과 일본의 환경산업 지표는 무서운 속도로 성장하고 있다
10454,. 지난해 .월 한국노동연구원이 발표한 .환경산업 인력 고용동향 및 전망분석. 자료를 보면 독일은 재생가능에너지 부문 고용자 수가 .년 .만여 명에서 .년 .만 명으로 .년 동안 약 . 증가했다
10455,. 일본은 .년 환경 일자리 수가 전년 대비 . 증가한 .만 명으로 조사됐다
10456,. 분야별로는 지구온난화 대책 분야 고용성장이 .년부터 .년까지 .배 성장했다
10457,. .환경 일자리는 거부할 수 없는 시대적 요구 환경오염 문제는 시간이 갈수록 국가 차원의 문제로 부각되고 있다
10458,. 올해 전 세계를 강타한 기록적인 폭염을 비롯해 미세먼지 문제 등이 좋은 예다
10459,. 이 때문에 앞으로 환경 개선을 제기하는 의견이 더욱 커지면서 국내 관련 산업의 수요도 계속해서 늘어날 것으로 분석되고 있다
10460,. 한국노동연구원 조사 결과 자원순환관리.물관리.지속가능 환경자원.환경 지식정보감시 등 환경 부문 종사자 수는 .년 .만.명에서 .년 .만.명으로 연평균 . 증가할 전망이다
10461,. 이는 우리나라 총취업자 수 증가율인 연평균 .보다
10462, .배 이상으로 높은 수치다
10463,. 정부도 환경 일자리의 성장에 주목 앞으로 환경 규제를 더욱 강화하고 관련 투자를 계속 늘려나갈 계획이다
10464,. 김 장관은 .그간 성장 논리를 주장한 경제부처에 밀려 환경 규제가 힘을 제대로 발휘하지 못한 경우가 많았다
10465,.며 .앞으로 대통령 주재 국무회의 때 환경 규제를 더욱 강화해 줄 것을 요청하고 우리 환경기업이 새로운 영역에서 수익을 극대화할 수 있는 방안을 만들어 나가겠다
10466,.고 약속했다
10467,. .느슨한 환경 규제에 문 닫는 환경기업 어느 국가나 .성장과 규제. 사이에서 고민하기 마련이다
10468,. 문재인 정부도 마찬가지다
10469,. 환경 문제가 갈수록 심화하자 성장보단 규제를 지향하는 쪽으로 정책 노선이 짜이고 있지만 여전히 환경산업 종사자들은 .많이 부족하다
10470,.는 입장이다
10471,. 폐차와 폐이차전지 재활용을 하는 남준희 굿바이폐차산업 대표는 .정부가 추진한 환경 규제만 믿고 투자했다
10472,가 망한 기업이 수두룩하다
10473,.며 .느슨한 환경 규제가 만든 결과.라고 강조했다
10474,. 환경기업들이 말하는 선순환 구조는 여느 기업과는 좀 다
10475,르다
10476,. .강력한 규제투자신기술 상용화환경 개선.을 요구하고 있다
10477,. 이런 측면에서 환경기업들은 불만을 쏟아내고 있다
10478,. 그간 우리나라는 규제를 만들 때마다
10479, .예외조항.을 함께 신설하거나 .오염원 배출자의 자발적 참여.로 느슨한 규제를 지향했다
10480,. 그 결과 환경기업에는 투자가 제대로 이뤄지지 못했고 현재 우리나라에는 이렇다
10481, 할 .환경 대기업.이 없는 실정이다
10482,. 정부 통계에 따르면 .년 기준 환경 부문 업체당 평균 매출액은 .억.만 원으로 종사자 수는 .명에 불과하다
10483,. 반도체 공정의 유해가스 안전처리장비를 제조하는 김동수 엠에이티플러스 대표는 .우리와 경쟁하는 중국과 일본만 해도 매출이 조 단위가 넘는 회사가 많다
10484,.며 .그들이 큰 이유는 정부에서 환경 규제를 강력히 밀어붙여 좋은 기술이 좋은 대접을 받을 수 있는 풍토를 마련했기 때문.이라고 말했다
10485,. .환경기업 취업준비생들도 갈 곳 잃어 .년 유엔환경계획은 환경 일자리에 대해 .인류가 직면한 환경 위협을 줄이고 지속해서 환경의 보존과 복구에 이바지하는 양질의 일자리.라고 정의했다
10486,. 우리나라의 환경 일자리는 이런 기준에 턱없이 못 미친다
10487,. 환경산업기술원에 의하면 환경산업 사업체 급여의 일반 산업 대비 상대임금은 .로 임금 격차가 .나 존재한다
10488,. 이에 반해 환경산업 사업체의 총 근로시간은 일반 산업의 .로 거의 비슷하다
10489,. 환경기업 대표들은 .환경기업 대다
10490,수가 영세해 직원 처우가 열악할 수밖에 없다
10491,.며 .근래 시행에 들어간 최저임금제와 근로시간 단축으로 직원 채용에 큰 부담을 느끼고 있다
10492,.고 밝혔다
10493,. 실제로 지난해 .월 환경 분야 학과를 졸업한 대학생 .명 중 .명가 취업에 성공했는데 이 중 절반이 넘는 .명은 환경 분야와 관련이 없는 직장에 취업했다
10494,. 우수 인재 이탈이 많다
10495, 보니 환경기업들도 .비.환경 전공자를 더 선호한다
10496,.는 내용의 여론조사도 나왔다
10497,. 이해완 기자 .다
10498,이덕환 서강대 교수 .광합성 막아 생태계 황폐화 고용대신 전기료만 오를 것. .수상 태양광 발전소 설치는 환경파괴는 물론 윤리적으로도 심각한 문제가 있는 사업입니다
10499,. 이덕환서강대 화학과 교수.사진 에너지정책 합리화를 추구하는 교수협의회 공동대표는 .수상 태양광 발전은 태양광 패널 제조 설치 폐기 과정에서 오염 물질이 나오는 환경오염산업.이라며 .일각에서 주장하는 친환경 에너지라는 얘기는 이해 부족에서 나온 것.이라고 말했다
10500,. 이 교수는 태양광 패널로 저수지를 덮으면 햇빛을 막아 녹조를 줄여준다
10501,는 주장에 대해서도 .녹조는 내수면의 수온이 결정적 요인인데 태양광 패널이 깔리면 물의 대류를 방해해 패널이 없는 부분에서 악성 녹조가 발생할 가능성이 크다
10502,.고 주장했다
10503,. 그는 .실제로 일본에서 이 문제로 아주 고생하고 있다
10504,.며 .수초가 광합성을 못해 결국 물고기가 살 수 없는 저수지로 황폐해질 가능성이 크다
10505,.고 경고했다
10506,. 이 공동대표는 .수상 태양광 시설은 대규모 패널을 물에 뜨게 하기 위한 장치와 철골 구조물이 대단히 복잡해 부유 시설과 철골 구조물이 녹이 슬면 수중 생태계에 악영향을 미칠 수밖에 없다
10507,.고 강조했다
10508,. 특히 .패널을 내수면 위에 설치하면 새들의 배설물로 덮이게 돼 세척제를 사용하지 않을 수 없다
10509,.며 .아무리 좋은 세척제를 쓴다
10510, 해도 내수면을 오염시키게 되고 패널이 수명을 다
10511,했을 때에는 폐기의 주체도 불분명하다
10512,.고 덧붙였다
10513,. 이 공동대표는 .정부가 새만금에 .태양광.풍력 발전 사업.으로 .만 개 일자리 창출과 .만 가구에 전기를 공급하겠다
10514,고 하는데 이는 현실을 모르고 하는 얘기.라고 지적했다
10515,. 그는 .정부 발표대로라면 결국 .만 가구의 전기료로 .만 명의 인건비를 줘야 하는데 한 가구당 매년 .만 원의 전기세를 낸다
10516,고 해도 .인당 연봉 .만 원에 불과하다
10517,.며 .이게 무슨 양질의 일자리인가 그만큼 프로젝트 구상이 잘못됐다
10518,.고 꼬집었다
10519,. 에너지산업을 일자리 창출에 활용한다
10520,는 정부의 발상에 대해서도 목소리를 높였다
10521,. 그는 .에너지산업은 기간산업으로 에너지를 이용해 다
10522,른 산업에서 활용할 때 일자리가 생기는 것.이라며 .에너지산업에 고용이 늘면 인건비 충당을 위해 그만큼 전기료가 비싸질 수밖에 없다
10523,.고 했다
10524,. 이 공동대표는 .지금의 에너지 정책 문제는 효율성이 높은 원전의 안전을 보장하고 활용할 기술력과 행정시스템을 정부가 통제할 의지가 없다
10525,고 선언한 것과 마찬가지.라며 .탈원전 정책이 과연 합리적 결정이었나 반드시 따져봐야 한다
10526,.고 말했다
10527,. 이성현 기자 .다
10528,울산시가 시민의 체감 환경 개선을 위해 고농도 미세먼지 등 환경오염물질 배출사업장 관리에 적극 나섰다
10529,. .일 울산시에 따르면 최근 미세먼지 증가 등으로 시민들의 불편이 잇따르자 국가산업단지 등의 환경오염물질 배출사업장에 대해 분야별 통합지도.점검을 실시하는 한편 테마별 기획.특별점검 배출 오염물질 오염도 검사 실시 유관기관 합동점검 민관 합동단속 등 지도.점검을 강화하고 나섰다
10530,. 시는 또 오염물질을 원격으로 감시하는 굴뚝 자동측정기 설치.운영 사업장 .개사굴뚝 .개 측정기 .개와 수질자동측정기 .개소에 대해 데이터 정상전송 여부를 특별 점검하고 각 사업장에서 배출하는 오염도와 배출허용기준 초과 여부에 대한 점검을 강화하고 있다
10531,. 이와 함께 환경오염물질 배출사업장을 과학적으로 관리하기 위해 악취모니터링 시스템.개소과 무인악취포집기.개소를 구축.운영하는 등 악취 관리에도 적극 나서고 있다
10532,. 시는 올해 상반기 대기오염물질배출업소 .개사.회와 수질오염물질배출업소 .개사.회에 대해 지도.점검을 벌여 모두 .개사를 적발하고 위법 사안에 따라 형사고발과 위법시설 사용중지 조업정지 등의 행정 처분을 했다
10533,. 울산곽시열 기자다
10534,얼마 전에 아내 고향인 강원 영월 농촌 마을에서 김장을 해왔다
10535,. 강원 고랭지 배추나 무에 갖가지 양념으로 버무려 담근 김치는 맛이 좋고 싱싱해서 우리는 해마다
10536, 연례행사처럼 영월에서 김장을 해와 겨울나기를 한다
10537,. 영월에 다
10538,녀올 때마다
10539, 드는 안타까운 마음은 마을 곳곳에 재활용품이 뒹굴고 있다
10540,는 점이다
10541,. 논밭 집 주변 개울가 언덕배기 등 구석구석에 빈 병 깡통 폐비닐 플라스틱 조각 신문 더미 책 뭉치 따위가 방치돼 있어 미관을 해치는 것은 물론이고 물과 흙을 오염시키고 있었다
10542,. 쓰레기종량제가 도시는 비교적 잘 정착돼 운영되고 있지만 농어촌은 지역이 넓고 인력과 장비가 부족해 운영이 상당히 미흡해 보였다
10543,. 귀중한 재활용품이 제대로 수거되지 못하고 주민도 환경보호의식이 낮아 쓰레기나 재활용품이 애물단지처럼 방치되는 느낌이었다
10544,. 환경보호나 자원 재활용은 아무리 강조해도 지나치지 않다
10545,. 우리나라는 예로부터 금수강산이라고 불렸기에 자연환경 보호에 각별한 관심을 기울여야 한다
10546,. 박정도.부산 사하구다
10547,박성현 . 한국과학기술한림원 원장 부패지수 .점 만점에 .점 삶의 질 .개국 중 .위 그쳐 자살률 회원국 최상위 정치는 아직도 .류서 맴돌아 소프트웨어 지표 시급히 개선 진정한 선진국으로 만들어야 우리가 사는 대한민국이 처음으로 말 그대로 .선진국 .이 됐다
10548,. 유엔무역개발회의가 지난 .일 한국의 지위를 개발도상국 에서 선진국으로 변경하는 안건을 통과시켰기 때문이다
10549,. 그동안 한국은 아시아.아프리카 등 주로 개발도상국이 포함된 .그룹 .에 속해 있었는데 는 이번에 미국.영국.일본 등 선진 .개국이 속해 있는 .그룹 .로 변경한 것이다
10550,. 가 .년에 설립된 이래 개도국에서 선진국으로 지위를 변경시킨 나라는 한국이 처음이라고 한다
10551,. 흔히 말하는 선진국은 고도의 산업 및 경제 발전을 이룬 국가로 국가의 발달 수준이나 국민의 삶의 질이 높은 국가다
10552,. 선진국으로 분류하는 기준은 일반적으로 .인당 국내총생산 유엔의 인간개발지수 국제통화기금에서 정의하는 고소득 경제협력개발기구 회원국군. 의 개발원조위원회 멤버 파리클럽전 세계 채권국 모임 회원국 등이다
10553,. 우리나라의 .인당 는 .년에 이미 .만 달러를 넘어 고소득 국가가 됐다
10554,. 는 인간의 기본적인 삶의 질을 나타내는 기대수명지수 소득지수 교육지수의 기하평균으로 산출된다
10555,. .년에 한국은 조사 대상 .개국 가운데 .위를 기록해 가 좋은 편에 속한다
10556,. 우리나라는 회원국 가운데 고소득 국가군 .개국에 속한다
10557,. 그리고 대한민국은 오랫동안 공적개발원조의 수요국이었다
10558,. 그러나 .년부터 공여국으로 그 지위가 바뀌어 개발원조위원회 .개국 멤버가 됐다
10559,. .년 창설 이래 의 수여국에서 공여국으로 지위가 바뀐 유일한 국가가 대한민국이다
10560,. 한국은 파리클럽 회원국 .개국에 속하므로 세계적으로 선진국으로 인정받을 만하다
10561,. 그러니 이 사실만으로도 충분히 자랑스러운 일이다
10562,. 이처럼 눈에 보이는 하드웨어 지표들로만 보면 대한민국은 이른바 .선진국.으로 하나도 손색이 없어 보인다
10563,. 그러면 과연 우리는 진정으로 선진국에서 살고 있는가 눈에 잘 보이지 않는 소프트웨어 지표들부패지수 삶의 질 지수 자살률 정치 후진성 등을 살펴보면 그렇지도 않다
10564,. 독일 베를린에 본부를 둔 국제투명성기구가 지난 .월에 발표한 .년 국가별 부패인식지수.를 보면 대한민국은 .개국 가운데 .위로 가 .점 만점에 .점이고 .사회가 전반적으로 투명한 상태는 아니다
10565,.라는 평가를 받고 있다
10566,. 는 한국 공무원의 사익 목적 지위 남용 정.경 유착 및 뇌물수수 등의 정치 부패 등이 개발도상국 수준으로 아직도 근절되지 않고 있다
10567,고 평가했다
10568,. 다
10569,음으로 삶의 질에서 우리나라는 선진국으로 분류되기엔 아직 이른 것 같다
10570,. 가 해마다
10571, 회원국들에 대해 .더 나은 삶의 질 지표. .를 조사해 발표하는데 이번에 발표한 . .에 따르면 한국은 .개국 .개국과 러시아.브라질 추가 중 .개 영역주거 소득 직업 공동체 교육 환경 시민 참여 건강 삶의 만족 안전 일과 삶의 균형에서 평가해 보니 .위로 하위권에 속했다
10572,. 특히 평가가 나쁜 영역은 공동체와 환경으로 최하위인 .위였다
10573,. 공동체는 지원관계망의 질로 어려움에 처했을 때 도움을 요청할 수 있는 사람이 있다
10574,는 비율이 한국이 최저인 .로 평균 .에 많이 미치지 못했다
10575,. 다
10576,음으로 환경은 대기오염이 주범인데 미세먼지 농도가 한국은 심해 .로 최하위이고 평균은 .다
10577,. 일과 삶의 균형 도 .위로 나쁘고 건강도 .위로 하위권이며 삶의 만족도도 .위로 선진국 수준이 아니다
10578,. 통계청 자료에 따르면 .년 전체 자살자는 .만.명으로 인구 .만 명당 .명남자 .명 여자 .명이다
10579,. 평균 .명미국 .명 일본 .명 독일 .명 영국 .명에 비하면 우리나라가 월등히 높은 수준으로 이는 회원국 가운데 최고의 자살률이다
10580,. .년에 한국의 자살률이 .명인 것과 비교하면 .년 사이에 .배로 증가한 것이다
10581,. 자살률은 사회통합 정도가 미성숙하거나 사회적인 불안정성이 클 때 높아지는데 일반적으로 선진국이 아닌 경우 수치가 높게 나타난다
10582,. 우리나라의 정치는 아직도 .류.라고 볼 수 있다
10583,. 국민을 위한 협력과 타협보다
10584,는 정치권의 이해타산.에 의해 국민을 분열시키거나 갈등을 유발하는 경우가 흔한 게 현실이다
10585,. 우리나라의 정치는 여전히 선진국형으로 발전하지 못하고 있다
10586,. 후손에게 남겨줄 수 있는 진정한 선진국으로 발돋움하려면 눈에 잘 보이지 않는 소프트웨어 지표들을 선진국형으로 만들어나가야 한다
10587,. 우리의 미래인 .세대가 진정으로 .대한민국 선진국.에서 살아갈 수 있도록 우리 기성세대가 선진국다
10588,운 환경 조성에 매진해야 할 것이다
10589,.다
10590,총리실 산하 특위 대책 발표 .년까지 실내농도 . .실외보다
10591, 실내 오염 더 위험. 경고 반영 계획 수립 .초미세먼지 사각지대. 였던 항만.농촌 대책도 처음 마련 국무총리 산하 미세먼지특별대책위원회가 .일 발표한 .미세먼지 저감 강화방안 및 관리 종합대책.은 미세먼지 배출원을 원천차단하면서 교육현장을 포함한 다
10592,중이용시설을 집중 관리하는 실외.실내 투트랙 방향으로 초점이 맞춰져 있다
10593,. 특히 정부는 산업 현장의 대기오염 물질 측정값 고의 조작 행위에 대해 앞으로 강도 높게 처벌하기로 방침을 세웠다
10594,. 환경부가 전국 .개 광역 시.도 .개 기초 시.군.구를 대상으로 지난해 환경오염물질 배출사업장 관리 실태를 최근 평가한 결과에 따르면 관련법 위반으로 적발된 곳 비율은 .에 달하고 있다
10595,. 이는 전년보다
10596, .포인트나 증가한 것으로 그만큼 각종 법 위반 행위가 만연해 있는 것으로 파악된다
10597,. 환경부 관계자는 .대기업 사업장에서 대기오염 물질 측정값 조작 우회 배출 행위 등이 최근 적발됐으나 처벌 수위가 약해 재발하고 있다
10598,는 지적이 지속해서 제기돼 왔다
10599,.고 말했다
10600,. 정부는 이에 따라 계도 기간을 거쳐 대기 오염물질 측정값을 고의로 조작하는 사업장은 즉시 조업을 정지하고 대행업체에는 곧바로 등록을 취소하는 처분을 내리기로 했다
10601,. 기존에는 .차까지 경고를 받은 뒤에 처분을 받았으나 이제는 한 번만 적발돼도 조업 정지 처분을 받아 산업계가 긴장하고 있다
10602,. 이와 함께 정부는 실내 미세먼지 오염을 낮추기 위해 연내에 모든 유치원과 모든 학교 학급에 공기정화설비를 보급하는 한편 영유아 노인 장애인 등의 이용시설에 공기정화설비 설치를 지원할 계획이다
10603,. 정부가 .년까지 실내 미세먼지 농도를 . 추가로 낮추기로 한 것도 실외보다
10604, 실내 미세먼지의 위험성이 높다
10605,는 세계보건기구의 경고를 반영한 것으로 풀이된다
10606,. 에 따르면 매년 실내 공기 오염으로 사망하는 사람 수는 .만 명으로 실외 공기 오염 사망자 수.만 여 명 보다
10607, 더 많다
10608,. 이 밖에 .초미세먼지 대책 사각지대.로 꼽혀 온 항만.농촌 등과 관련한 대책도 이번에 처음으로 제시됐다
10609,. 해양수산부 계획대로라면 항만 초미세먼지는 .년까지 절반 이상으로 줄어든다
10610,. 계획대로라면 항만 미세먼지는 .년 .만.에서 .년 .만. 이하로 줄게 된다
10611,. 이를 위해 해수부는 우선 선박의 배출가스 기준을 강화하고 친환경 선박 보급을 확대하기로 했다
10612,. 선박 연료유의 황미세먼지 유발 물질 함유량 기준을 현행 .에서 .로 강화하고 .년 외항선부터 우선 적용키로 했다
10613,. 또 부산항 인천항 등 .대 항만 인근을 배출규제해역과 저속운항해역으로 지정해 일반해역.보다
10614,도 강화된 기준. 미만을 적용할 방침이다
10615,. 농업.농촌 분야에서 발생하는 초미세먼지와 암모니아초미세먼지 생성 물질 배출량은 .년까지 .를 줄인다
10616,. 농림축산식품부의 계획대로라면 해당 배출량은 .년 .만 수준에서 .년까지 .만. 이하로 준다
10617,. 또 암모니아는 같은 기간 .만.에서 .만. 이하로 낮아진다
10618,. 농식품부는 축사에서 배출되는 암모니아 저감을 위해 미생물제제 공급을 확대하고 축사 환경규제 기준을 강화하는 한편 .깨끗한 축산농장 지정. 등 농가의 자율적 암모니아 저감을 유도할 계획이다
10619,. 최재규 기자 .다
10620,옥외광고센터 공모전 진행 우수팀 창업지원.전문가 육성 거리의 수많은 현수막과 간판은 수명을 다
10621,한 후 버려지면 환경을 오염시킨다
10622,. 특히 플렉스 소재는 잘 썩지 않아 매립이 어렵고 대부분 소각돼 발암물질인 다
10623,이옥신을 배출하는 등 환경오염의 주범으로 꼽힌다
10624,. 한국지방재정공제회 한국옥외광고센터는 이러한 환경오염 문제를 업사이클링 제품 발굴을 통해 해결하려고 시도해 왔다
10625,. 업사이클링이란 재활용 의류를 통해 옷과 가방 등을 만들거나 버려지는 폐현수막 자투리 천 폐목재 등에 디자인 또는 활용도를 더해 가치를 높인 제품으로 재탄생시키는 것을 말한다
10626,. 옥외광고센터는 올해 .회째를 맞은 .옥외광고물 업사이클링 공모전.의 .차 합격자 .팀을 대상으로 .일 업사이클링 교육사진을 실시했다
10627,고 .일 밝혔다
10628,. 서울 새활용플라자에서 진행된 교육에는 .회 공모전 수상자이자 업사이클 기업인 .큐클리프.의 우연정 대표와 공모전 공동주관사인 .터치포굿.의 박인희 이사가 참석해 제품 제작의 실질적 방법 옥외광고물 소재 특징 등을 설명하고 참가자 기획안에 대한 피드백을 제공했다
10629,. .차 합격자 .팀은 실물 제품을 제작해 최종 심사를 받게 되며 출품작은 서울시 새활용전에 전시된다
10630,. 우수팀에는 창업지원과 업사이클 전문가 육성 관련 혜택이 주어진다
10631,. 업사이클링 교육 수강생은 .앞으로 업사이클링으로 폐소재를 적극 재활용하고 공공기관의 지속적인 시민인식 개선 노력으로 환경보전과 자원순환이 이뤄지길 바란다
10632,.고 말했다
10633,. 박양수 기자 .다
10634,미세먼지로 인해 환경에 대한 관심이 높아지고 있는 이때 중국의 관련 정보를 정리해 보려 한다
10635,. 중국의 환경오염은 자극적인 소재로 소개되곤 한다
10636,. 이와 관련된 환경문제를 시리즈로 엮어 소개해 보고자 한다
10637,. 한국 언론에는 잘 소개되지 않았지만 지난해 중국에 진출한 한국 기업들은 매우 어려웠다
10638,. 아마 많은 독자가 고고도미사일방어체계.사드 문제로 인한 경제보복을 떠올릴 것이다
10639,. 그런데 사드 문제 못지않게 중국 진출 기업을 어렵게 하는 일이 있었으니 중국 정부의 강력한 환경 단속이었다
10640,. 중국 정부는 현지 기업에 엄밀한 환경조건을 내걸고 강력한 환경 단속을 진행했다
10641,. 제대로 된 공해방지시설을 갖추지 못한 기업에 벌금을 징수하거나 바로 폐쇄시키기도 했다
10642,. 여력이 없는 기업 특히 영세기업은 속수무책으로 사라졌다
10643,. 모든 것이 허락되던 업종에도 강력한 제재가 뒤따랐다
10644,. 오염물질을 배출하면 바로 정부의 단속 대상이 됐다
10645,. 사실 중국 정부가 몇 년 전부터 이에 대해 경고를 보냈음에도 많은 영세기업이나 외국기업이 이를 무시해왔다
10646,. 아직 경제개발에 역점을 둔 중국이 이러한 환경정책을 실시하기 어려울 것이란 판단도 한몫했다
10647,. 한편 중국의 거대기업들은 정부 정책에 맞춰 환경요건에 맞는 시설로 개선했다
10648,. 결국 중국 정부의 강력한 환경 단속이 시작되자 설마 하며 지켜보던 기업은 된통 당하고 말았다
10649,. 기존의 경제 관점으로 볼 때 경제가 발전하면 오염을 유발하는 공장은 후진국으로 이동한다
10650,. 그렇게 한국의 공장들이 중국으로 이동한 셈이었다
10651,. 한국의 경제개발 시기에는 효율성을 앞세워 석면이 섞인 건축자재를 사용하기도 하지 않았던가. 그리고 그 흔적은 지금도 남아 있다
10652,. 그런데 중국이 예상보다
10653, 아주 빠르고 단호하게 조치를 취하고 나선 것이었다
10654,. 중국은 더 이상 세계의 공장이 아니라는 분명한 선언이자 행동이었다
10655,. 이제 오염을 유발하는 기업은 경제적 이익에도 불구하고 더 이상 중국에 설 자리가 없어진 셈이다
10656,. 그동안 중국은 세계 환경문제의 단골손님이었다
10657,. 전국적인 공기 오염 수질 오염 등 말이 아니었다
10658,. 심지어 먹거리마저 안심하고 먹을 수 없는 환경이라 국내외적으로 질타를 받았다
10659,. 경제 수준 때문에 석탄 같은 오염 에너지를 많이 사용해야 했고 세계의 생산기지 역할로 돈을 벌어야 했기에 다
10660,른 방법이 없어 보였다
10661,. 그래서 중국도 다
10662,른 중진국처럼 경제발전을 위해 환경을 희생시킬 것이란 예상이 대부분이었다
10663,. 그러나 중국은 예상보다
10664, 빠르게 세계의 공장에서 세계의 시장으로 방향을 전환하면서 환경문제에도 관심을 보이기 시작했다
10665,. 중국 정부는 일찍이 환경문제에 대한 투자를 시작했다
10666,. 지금 당장의 효율성을 넘어 청정 미래 에너지에 투자했다
10667,. 미국과 같은 선진국보다
10668, 더 강력한 지원정책을 실시하며 대규모 투자를 진행했다
10669,. 중국에는 거대한 태양열 발전소 풍력 발전소 등이 생겨났다
10670,. 또한 전기자동차 등 무공해 자동차에도 투자가 이어졌다
10671,. 지금은 이런 청정기술을 외국에 수출하는 수준에 이르렀다
10672,. .년 전 전 세계 공기 오염이 심각한 도시 순위에서 절반 이상을 차지하던 중국이었다
10673,. 그러나 이제 순위에서 벗어난 지 오래됐다
10674,. 불행히도 서울과 같은 한국의 도시는 순위에 오르내리고 있다
10675,. 뭐가 잘못된 것일까. 남 탓하기 전에 진지한 자기반성이 필요한 순간이다
10676,. 한양대 인문대 교수다
10677,스페인에서 사육하는 돼지 마릿수가 인구수를 넘어서며 환경오염 주범으로 떠오르고 있다
10678,. .일 가디언 등에 따르면 스페인 환경부는 .년 이후 돼지 사육 마릿수가 약 .만 마리 늘어났다
10679,고 밝혔다
10680,. 현재 사육되는 돼지는 .만 마리로 스페인 인구.만 명보다
10681, 많다
10682,. 문제는 돼지 마릿수가 증가하면서 교통 전력 산업시설에 이어 네 번째 온실가스 생산.배출 주범으로 떠올랐다
10683,는 것이다
10684,. 또 축산 오수에서 나오는 질산염이 지하수를 오염시킨다
10685,는 환경단체들의 지적도 제기됐다
10686,. 가뭄이 잦은 스페인 기후 특성상 돼지 .마리당 하루 .의 물을 소비한다
10687,는 점도 문제다
10688,. 이는 사라고사 세비야 및 알리칸테 시민 전체보다
10689, 많은 물을 쓰는 셈이다
10690,. 스페인 양돈 산업은 매년 .만 넘는 돼지고기를 생산 관련 매출이 .억 유로.조 원에 달한다
10691,. 특히 해마다
10692, .인당 평균 돼지고기 .을 소비하는 등 스페인의 돼지고기 사랑은 수천 년의 역사를 자랑한다
10693,. 김현아 기자 . 연합뉴스 뉴시스다
10694,농가 비용 부담에 불법 투기 폐사 처리기 구입 지원 필요 축산농가에서 자연사하거나 질병으로 죽은 가축의 사체를 몰래 버리는 일이 빈발해 환경오염과 전염병 발생.확산 가능성을 키우고 있다
10695,는 지적이 일고 있다
10696,. 지난 .일 전남 곡성군의 한 외진 길가에서 새끼 두 마리 등 흑염소 .마리의 사체가 버려진 채 발견됐다
10697,. 사인은 식중독 등에 의한 병사. 이곳은 쓰레기 상습 무단 투기 지역으로 곡성군은 가축 사체 무단 투기범을 잡기 위해 경찰에 수사를 의뢰했지만 가 설치돼 있지 않아 범인을 잡지 못했다
10698,. 곡성군청 관계자는 .한 번에 많은 염소 사체가 발견된 건 드문 일로 아마 다
10699,른 지역에서 몰래 와서 버린 것 같다
10700,.며 .전염병이 발생하지 않아 다
10701,행.이라고 가슴을 쓸어내렸다
10702,. 가축의 사체는 부패하면서 전염병 등 질병의 매개체 역할을 할 수 있다
10703,. 구제역이나 조류 인플루엔자 등이 퍼지면 멀쩡한 가축까지 대규모로 매몰해야 한다
10704,. 또 지하수를 오염시키는 등 환경 오염 가능성도 적지 않다
10705,. 가축 사체를 무단으로 버리다
10706, 적발되면 폐기물관리법에 따라 과태료 부과 등 처벌을 받게 된다
10707,. 비양심적인 행태가 끊이지 않는 건 가축 사체 처리를 위한 비용을 감당하기 어렵기 때문이다
10708,. 가축 사체가 발생하면 축산 농가가 자체적으로 가축 사체 처리기를 구입하거나 외부에 위탁해 처리해야 한다
10709,. 업계에 따르면 외부 전문 업체를 이용하는 비용은 소의 경우 한 마리당 약 .만 원 돼지는 .만.만 원 정도에 달한다
10710,. 가축 사체가 대량으로 발생하면 농가가 감당하기 힘들 정도로 비용 부담이 커질 수 있다
10711,. 가축 사체 처리기를 직접 구입하려 해도 종류와 크기에 따라 가격이 수백만.수천만 원에 달한다
10712,. 지자체가 가축 사체 처리기 구매 비용의 .를 지원하는 제도가 있지만 모든 농가가 지원받는 게 아니라 일부만 선정해서 지원한다
10713,. 강석진 국립축산과학원 박사는 .가축 폐사 처리를 하는 전문 위탁업체가 많지 않아 비용이 비싸고 폐사 처리기를 구입하는 비용 부담이 적지 않다
10714,.며 .가축 폐사 처리 위탁 업체를 활성화하거나 지원 농가를 늘리는 등 정책적인 지원이 필요하다
10715,.고 말했다
10716,. 전현진 기자 .다
